TAG,COMMENT_ID,CONTENT
0,z131c3rbdkywclu4404cjxkiktr5ejziyuw0k,AKA The most viewed Youtube video EVAH!!!﻿
0,z13idbjxeprdzpo0n22qyjpw3w30yzvny,Almost 2 billions views. Congrats PSY.﻿
0,z13mtb5irl3qhj2si23hfl4zunnhddxk1,Am I the only one who noticed you don't see his eyes throughout the entire  video﻿
0,z12lslay3kznvbvs323whjpbhk2tszlwn04,american people is so retard :'D the world have around 7 billion  people﻿
0,z13lyn3zgy2fhzxrf04cglv4wnjzflf5q3s,asians will rule the wolrd !!!!!!!!﻿
0,z13tdxszbl3pxzyka23ach3guuuyvzt5s04,At this rate would be 3 billion in 2020﻿
0,z13wuxxjzsecjjzue22dzfr50zrjtd1rm04,because of Korean bbq is the best.﻿
0,z13zs1upbwzxi5gno22zghx4vrv4sz3pc04,BEST *-*﻿
0,z12zuxgoaurzcd2pm04cczhjcq35vl0g5bw,Bitch﻿
0,z125gzgp2wy4hfvgr04cjbqjvujphhso4a4,Came to see how many views this had and ended up watching it again. ﻿
0,z12kf5yxjpiadrpgd04cdrs5knafc3hqiho,Cool;)﻿
0,z12bi5ojtoapuxi5z04cgfjrrn3jufyhoiw,Dat dance though﻿
0,z12wcd2boyucjziha04cgxz4wri1sttalrk0k,"Dayum, this video has been watched by 2/7 of the planet﻿"
0,z13lh30btuyyxv0rr04cfnsjzxrtfba4law,Did  2billion views died deathed?﻿
0,z12vvr5a3kznjrd3o23nyv4omtbne5o4504,"do you guys go to this music video just to see how many views this has, Or  is it just me?﻿"
0,z12jdhxq3ubsvdm2s23rgh0gmpmgcl3m0,Dude he is GAY!!!!!!﻿
0,z13dux24qsyjw1x5q04cflqbdqmsgruo40w,each 200 views someone likes this video﻿
0,z12ti3iyylykgvlqa04ci5qjqkafxjvhavw0k,FAKER !﻿
0,z13ajdporkf4glrxz04cefugfretzlugnlw0k,Finallyy... about time this shiiitt died out -_- ... was awesome at  first... Hardlyy anyone understands this shit﻿
0,z12pvt0zdryzxrnxl04cid2iszvvcfijyao,First comment!﻿
0,z12fsd0pcpmuhpbdo23rv5e42syjhb45g04,First time i've came here this video had 200k views and 500k subscribers. Now i'ts 2 trillions and 1 sub﻿
0,z12qxbxzste4v34rg04chvaagmulzpu4044,for breaking 1:38﻿
0,z12dhxjakqvcs1br004chfja5sefufioqew,fuck of gangnam style ﻿
0,z13eex2yzxykihsme22wy3qresqrxbuan04,fuck you GANGAM STYLE! ^^﻿
0,z13fsvlazpamul2yp04cj3z5xwq3d3pwhvs0k,gangnam style til i die﻿
0,z13xfvdz2yi2uzg3q22ajfjxmnzdwdxaf04,good﻿
0,z13fzt5gtq3nux30a23ielszjun2ize2q,Haha Psy was made king of YouTube. Justin Bieber was made queen of  YouTube... Ha! Gaaaaay!﻿
0,z12dvbxjoqeqd5kav04cczrjzlygytsgaz00k,Hail Satan﻿
0,LZQPQhLyRh8vRExuDxA5K17Yh2IvzMQy-oysftMJ6O8,Has YouTube got the old comment system back? I think so but I can't tell so  can someone please tell me?
0,z12pc31akyabgzsrl04ci1h5bu2heb4y0zs0k,hit 1:36 over and over you will thank me later﻿
0,z13yjd0qwr2ytdirz04chplqxna2d5hjx3o,Holy crap this was in 2012 already :o Where does the time go ﻿
0,z12yxhbprtmcydybx04cghfwpyqxthtqa04,how can it be 2 billion views with only 7 million people? Refresh  much?!!?!?!!111!﻿
0,z131jrqicnfzcrkks22nz1obzvbbfdkcd,how can there be 2 billion views if there is only 1 person in this world?﻿
0,z13czpwq1rmuzl4ex23wgrurmtefflfyg04,how can this have 2 billion views there's only me on the planet﻿
0,z134epi5qoadfplrj04ccrabxtblynra2ag,How many accounts did they make?﻿
0,z13jwfmwiyvjj5nqu04cdzypsnvaz3gap4k,i am scratchı̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸̨ng you re scı̸̸̸̸̸̸̸̸̸̸̸̸̸̸̸en LOL﻿
0,z12swl0hetqchhvsb22tjdsh4ofodbr5104,i bet more than the 90% of the people that saw this are asians﻿
0,z132tt5jywfbxfkig04cjnrj3tnje3pyca4,"I don't care wat you guys think, this guy is a freaking genius! !﻿"
0,z13esddztmnffdbrj04cgzz5zzyiixqpjz40k,I dont understand how 5000 people could watch 2 billion times﻿
0,z135gddg0uvwyr0fj22oezbrpnqiclxvr,I give it up to this guy psy he brought diversity together he may not know  but music can bring togetherness.﻿
0,z12rhbi4rp3cexjmg23icj0w3la1evx3i,I love it﻿
0,z12zhd4q4tb4vr1my22cwttrxpq1zp0gq04,I wonder how long it'll be before this video reaches 3 billion?﻿
0,z12syjxatof5yr2z304cfjdb3rilyzmqi1s,I'am the laste humain look this video !﻿
0,z13hinuhmtfcdl4ge04chfdjqwvtxv5rt4w,I'm holding a potato.﻿
0,z131epw5vwmidhwuh22st1ejzr2ftrnzu04,I'm only here to check the views﻿
0,z125yv1wqtaii1jmo23ps1axcsn2yp2wi04,I'm willing to bet 75 percent of people have no idea what the fuck this guy  is saying.﻿
0,z12zy35rcqqrh1rjm04cdvmhjwyvtrj44ic,id have 4K subscribers if i were u﻿
0,z12izzeinkzrzrexc04chdw5fliksp3hdss0k,IM futur boss of the world im no with occident people im muslim im dont  panik﻿
0,z125jjjigtixwbgoh04cdveqao3rtdujnvs0k,"Im going to wc, when i'll be back i want see my comment on the top﻿"
0,z125wfzaosveu3ayx04chznrmyv5i1rxrvg0k,im here for the views again :D﻿
0,z125edlqulyryxpgs04ci154lknecp45lo40k,In the beginning of 2014 at the 47th session of the UN Commission on  population and development report of the UN Secretary-General ban Ki-moon  stated that the world population reached 7.2 billion people[5].﻿
0,z13xvv0apwmpvzoc423xz10whon0exhtx,Is that Hyunah frm 4minute at 2:25?﻿
0,z12vchco3qyyetf20235djmggvajzhvwi04,IT can be done you think 7 billion are here gut iTS not true there are 70  billion on earth ﻿
0,z12pwxiaeruvhfj3422hgvlq3rmpstrnt,It has more suscriber's than syndicate I think﻿
0,z12xgvcjksmpsjgmt22jjzz4pxqdzh2gy04,It sounds like OPEN CONDOM STAORE﻿
0,LZQPQhLyRh_hbykd_Xw4oDROJbJTFrs-UbSB2xk8gRk,It's been back for quite a while now.
0,z13txli5gzu2chgie04cc10osmbitvzi5i0,its super yeaaaaaaaaaaaaa!﻿
0,z13rcpcxjrzfipctq233cr2juqabe541g,just cheking views mf﻿
0,z13bjtdbmzahfp14q04cjbdiqkjrczhau1c,"Just coming to see the views -,-﻿"
0,z13ntxsw4zz3gnkcf22evf2qhlr2w3soy04,Just give me a like here. Ty.﻿
0,z13he3nw0m2fgv1sz23mcpgp3tjbghmvk,justin beiber is better ;)﻿
0,z135trjqjsf5hflwe04cftzh1uvbu3oqojg,Kill me...﻿
0,z13dtx15osqscp5ic04cftra4relvpk4zjk,king john gkamas says unique song!!!!!﻿
0,z12vwzi4fqjxi3d4r04cif2rdzjwudgrgfo,Let's do 2kkk views =)﻿
0,z133y5552oujxtgpx04cdtg5skyygnmgr2o,LETS GO FOR 2 BILL COME ON GUYS﻿
0,z13duxg5jzzexn5rb04cghfwpyqxthtqa04,"Lets play a game! You only get to write one word, and someone else  continues on that! :DD﻿"
0,z13atltjsmachhasz23ktti4hnmmynfum,like 28% of world population have watched one of most viewed video on  youtube *Gangnam Style*!!!!﻿
0,z13dg3f4uvqiityez23bttwwpqeiib0tz,Like if you are 1.890.533.244 viewer :)﻿
0,z135whgpekjctpla504chbl5alatjjxywcc,LIKE THIS COMMENT FOR NO REASON :)﻿
0,z120ejhwdpvxjbucc220tvtoyrjpzvuly,like this comment if u came back to this vid to see how many views it has ﻿
0,z12ft3hxulinfvxmz23vyhzysrmltlroj04,Like who is watching the video in 2014! :)﻿
0,z12cx3fayoasjjsco22zejygwyi1jpfq304,"lmao.. i've seen this video with 50k views, now it's 2 billion+ xD ﻿"
0,z13ucrf4quqkytdkf22mzxq41mizgniqm04,lol people are still commenting and liking this video﻿
0,z13oynradzvxdhljj04cdxzzwmrqtbxodns0k,lol.﻿
0,z12pwtciewvaxxn2123lfxhwws3oi53nr,Love it!﻿
0,z12hsnajwu3vsnuah04cdbtb0rrqgni4da0,madness... views... :D﻿
0,z13vy34hwkvcj12v223fjdxofsqod3aar04,More views than China's population ._.﻿
0,z13qejq4fqasftzad04cjffpoqndyriyurc0k,My best song Gangnam.﻿
0,z12scjoglqrzuzoai04chjaycxabi5egmh4,Name of song?﻿
0,z12yyp3g2rqatlka004cgjxrtoephv45vd0,New record XD﻿
0,z12ldnvpyzfwv3i5v04cirn5vn2sedo4jco,oh god soon 2 Billion oh my fucking fuck unicorn horse's ass of holy  grenades in my underwear go scuba diving in the pacific ocean﻿
0,z13ogd442qnmfl4hw04chxeptlf2vl3wqjw,Oh my God! How can the most watched YouTube video be from South Korea?   Everybody knows the whole world revolves around Murrika...and Jesus and  Freedom!!!!!!﻿
0,z124yffgazfnexf2o23hwlvzdlbudtiqi04,"Oh my gosh, the money he must of made of the veiws ﻿"
0,z12tghkg2wfhgncgy04cgnjjxwreznah2vs0k,One hit wonder this is.﻿
0,z12hzjzzqoyfftwcv23ethup4ou3xf3nx,"only 1,116,356 people hears good music...﻿"
0,z13zhrapnqnihrwrq04chxtx2wztebzrgp40k,"People talking shit in the comments about this being the most watched vid  in youtube, but i still think its more deserving than the previous most  watched video of justin bieber....﻿"
0,z12yctnp1s2eydnv522msvkitnm1u5cj204,pewdiepie has more subscribers than psy﻿
0,z13dhjtoiomms3cw504chvaajlyfflvxsto0k,PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿
0,z12sslhhywrpzdvpc04cf30qsqi5slhibaw,PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿
0,z12gyzvg5lf1hzkys04cf1bgrrvzfvzpeto0k,"Remember when this video was funny, the first time everyone saw it?﻿"
0,z13lwvgblzieed313231ivyjdnmwvn0oc04,Road to two billion views!﻿
0,z13pw5qjxymjcbxdt22wurdann3kivs3u,"Say that this video dated July 15, 2012, and every day there are still  millions of people who look O___o﻿"
0,z13xypfjulmbdfzuq225vberqr3gftep004,soon 6 milion comments! ﻿
0,z12bdfeiszidyhekj22ozlhqcyjzszdwe04,Sooooo many views. ﻿
0,z13hs12adxzfulppg04cehrjevu4ehmgt4g,South Korea is the leader of Asia!   Samsung and LG are made by Korea. Japan is on old news!  Sony and Toshiba are dead.﻿
0,z13njxvowxepw1wyl04chf4x5my4evprbwg0k,"South Korea plays the most online games in the world and makes the most  watched online video, North korea has no internet at all. Lol﻿"
0,z12jhdnomqfjsblh304chj3gokznepfwtqw0k,Still listening to this In 2014﻿
0,z13qcvrrqvvfd5eix04chl34emiaxfbqkrw0k,"the bigger shit, the more desirable ... welcome today's age ! lol﻿"
0,z12mipyjlzi0eji4b04cenrjtqrac1t5vqw0k,the girl is really a pussy!!!﻿
0,z13ijvnyszumfvgjj04ccfyq1rezj3h54lw0k,"The popularity of this song shows how easily young , impreassionable kids  jump on the bandwagon and listen to music just because it's popular.﻿"
0,z13zdjwbqubvetcwk04ccheqxsjuhfdzdrc0k,The Secret of the Universe is hidden somewhere between these comments. Now  start scrolling down.﻿
0,z13jcrk4kuvagjcgl04civir1kbzu3apz3w,Them views doee then look at mine lmaoo﻿
0,z13awtcojoyxy3xdu23pcd3zuvafwfw35,"This is the most viewed video Ever on Youtube and *there are people* that  question ""why is it The most viewed youtube video *from South Korea?""* YouTube is American. PSY had this video shared on Twitter (and other medias) by worlwide  american celebrities that togheter have more than 400 million followers,  beside The Hallyu wave that spread Korean music throughout Asia in 2010's  So, without Americans, Psy would have never been The King of Youtube﻿"
0,z121gtc4vneyuxij004cjnbpxnmtstgondg,This seems like a good place to find an Asian gf just in the comments﻿
0,z13ld1a4cmaxjh0hd04cdh4bfyrhflepztw0k,This song is not popular anymore how the heck does it have this many views  😠﻿
0,z13qwbj5jmzcw5q3322tx1dwnpyedjfjt04,This song is so dead and old ﻿
0,z13zslnhuya1ipdlm230jfa4bqfjfvjcy,This song sucks. Do you people even know what he is saying? Thats why our  generation is so messed up! Gullible little kids that don't even know  music. GOD HOW I HATE THIS SONG!﻿
0,z12wvrzyjlywulqub22jtrrofwyhgp0ss,This video has been watched for a total of 252.6 years!﻿
0,z12vjpihlmnyyrfwg04cdlyxykbgyf4wki4,This was uploaded 2/1 years ago and people are still watching this holy  smokes.﻿
0,z12vddegvqzfifysc22jc1ahwm3wu5irk04,THUMBS UP IF YOU WANNA 2 BILION VIEWS! &lt;3﻿
0,z120ff4xmky0czp3s22yi3vryqrjxjzvy,"Two billion, One-hundred and sixteen million,  Four hundred and twenty-two  thousand, One hundred and sixteen views...*Edit*﻿"
0,z12bzx4p4qibgxnmx22nxbrxbzz5eth3s,"Uneducated americans xD There are about 7BILLION people in the world,  retards.﻿"
0,z12cj1tp0sjxztnaq04cidebiyy0thlxgdg,"Wait! How does this video have 2 billion views, when there are only 7  billion people on earth? Hacks.﻿"
0,z13ixjciukbnvbgae04cft15fkv5izxj05w,what is GANGNAM STYLE ?﻿
0,z125dh2iiwroeveno23aj10aao2wwzo3g,Whatafack how can this have 2 billion when there's on earth only 10  gazilions of trilions people on earth????? Dafuqqq youtube!!!1111﻿
0,z12evhnwdozwytsh004cgbuh1wy2hl4hsvc0k,"When former North Korean defectors sneak back in video footage of the  outside, I hope this is the video they use. ﻿"
0,z12xxxrzxxfwj3lay04cf1sxetvccn4jpko0k,When he's in the stables he looks like severus snape.﻿
0,z13wirjq1we4wlm1o22tzlnxlz2oejgd4,When I remember me I was the first to comment the video﻿
0,z12xgxsq0lfkwhees230cxurvmrecv4bj04,Who else came here after a few months just to check the views?﻿
0,z131xff4lx2js1zpm04cixgw4nfzjnz34,who else came here to check the number of views??﻿
0,z12pspjrylimw3dau04cjp4wbwu0gjzg4ug0k,Worst Korea.﻿
0,z133wbdbboefgzofd23qv11qlpfdzf2t5,Wow this guys channle has 4.3m views pewdiepie has 6.5m﻿
0,z13cwvhwzsuwtlplp22eu5wyyunfxhiei,Wow. 2 billion views. ﻿
0,z12yzrmb4trihblvh22bf1cisnroydngh04,wright get off drugs now youtube﻿
0,z13utzejfo3nvnkkh22mjhf4nlyteflhm04,WTF 2 BILLION VIEWS LOL﻿
0,z12hipeo2xn0sfdub23fhxvjquerhj05k04,wtf bilion views ...not normally ﻿
0,z13mtzr4pwafiv44u04cgr2puqfpuvkolzo0k,"Yeah, you got 2 billions of views. Congratulations﻿"
